property_type,price,area,n_bedrooms,n_bathrooms,n_floors,legal,interior,facing_direction,balcony_direction,front_width,front_road_width,title,latitude,longitude,verified,location,location_details,date_of_posting,url
Nhà riêng,"6,5 tỷ","40,5 m²",4 phòng,3 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,,6 m,9 m,Siêu phẩm nhà phố đẹp 2 mặt tiền - Có hoa hồng AE môi giới,10.7716902237683,106.586703850689,1,"Bình Tân, Hồ Chí Minh","Đường Tây Lân, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-tay-lan-phuong-binh-hung-hoa-a/sieu-pham-pho-dep-2-mat-dien-co-hong-ae-moi-gioi-pr44820627
Nhà riêng,"17,9 tỷ",90 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,5 m,16 m,Nhà đường nhựa 16m vị trí đẹp view thoáng có thang máy Gara ô tô ngang 5m dài 18m,10.702616858751,106.728763834075,1,"Quận 7, Hồ Chí Minh","Đường D4, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-d4-phuong-phu-my-9/-nhua-16m-vi-tri-dep-view-thoang-co-thang-may-gara-o-to-ngang-5-dai-18-pr44551437
Nhà riêng,"10,4 tỷ",58 m²,9 phòng,10 phòng,6 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,,,,Chính chủ cần bán CHDV thu nhập có thể hơn 45tr/tháng. Có thể vừa ở vừa khai thác. Có hầm để xe,10.8120687929607,106.695570496239,1,"Bình Thạnh, Hồ Chí Minh","230/38/8 Đường Phan Văn Trị, Phường 12, Bình Thạnh, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-van-tri-phuong-12-7/chinh-chu-can-ban-chdv-thu-nhap-co-the-hon-45tr-thang-co-the-vua-o-vua-khai-thac-co-ham-de-xe-pr44062690
Nhà riêng,"3,5 tỷ",100 m²,2 phòng,2 phòng,1 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,,,5 m,3 m,Nhà khu vip thị trấn củ chi 100m2 - nhà kiên cố ở ngay,10.9772251577164,106.491281574874,1,"Củ Chi, Hồ Chí Minh","Đường Nguyễn Văn Khạ, Thị trấn Củ Chi, Củ Chi, Hồ Chí Minh",16/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-kha-thi-tran-cu-chi/-khu-vip-100m2-kien-co-o-ngay-pr44730477
Nhà riêng,"8,6 tỷ","50,8 m²",5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,"4,55 m",6 m,Nhà đẹp sát mặt tiền Phan Văn Trị - Cityland Gò Vấp - 4 tầng - 5PN - Xe hơi ngủ nhà - sẵn dòng tiền,10.8330970219701,106.672756970815,1,"Gò Vấp, Hồ Chí Minh","Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",16/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-van-tri-phuong-10-8/sat-mat-tien-doi-dien-cityland-go-vap-4-55m-x-12m-4-tang-5pn-xe-hoi-ngu-nha-pr44807687
Nhà riêng,"11,69 tỷ",53 m²,4 phòng,4 phòng,6 tầng,Sổ đỏ/ Sổ hồng,"Full nội thất sịn, thang máy êm",,,,,"Sum vầy tết 2026! Nhà Đội Cấn 53m2*6T, 4PNKK xây mới hiện đại, thang máy êm ru ở ngay mặt ngõ thông",21.0352405137248,105.822955009317,1,"Ba Đình, Hà Nội","Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",16/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-ngoc-ha/sum-vay-don-tet-53m2-6t-4pnkk-xay-moi-hien-dai-thang-may-em-ru-o-ngay-mat-ngo-thong-pr44795877
Nhà riêng,"16,5 tỷ",97 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,,,,,,Bán nhà hẻm xe hơi 71 Nguyễn Bặc. DT đất 97m2 đủ lộ. HHMG,10.7951129989278,106.662053544577,1,"Tân Bình, Hồ Chí Minh","Đường Nguyễn Bặc, Phường 3, Tân Bình, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-bac-1-phuong-3-22/ban-hem-xe-hoi-71-dt-dat-97m2-du-lo-hhmg-pr44726778
Nhà riêng,"10,8 tỷ","204,4 m²",2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Bắc,,12 m,"1,8 m","Chính chủ bán nhà hẻm Q. Bình Tân, diện tích 204.4m2, có 6 phòng trọ cho thuê, dòng tiền 20 tr/th",10.7984600686491,106.612434282849,1,"Bình Tân, Hồ Chí Minh","Đường Hương Lộ 3, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-huong-lo-3-phuong-binh-hung-hoa/ban-hem-q-tan-dien-tich-204-4-m2-pr44488836
Nhà riêng,"6,95 tỷ","53,4 m²",4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,4 m,8 m,Nhà 1 lửng 3 lầu full NT cao cấp. Gần Cầu An Lộc - giáp Gò Vấp. Hẻm 8m khu vip - Giá tốt nhất Q12,10.8708533089449,106.685473045173,1,"Quận 12, Hồ Chí Minh","Đường Thạnh Lộc 19, Phường An Phú Đông, Quận 12, Hồ Chí Minh",15/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-19-1-phuong-an-phu-dong-1/-1-lung-3-lau-full-nt-cao-cap-g-cau-giap-go-vap-hem-8m-khu-vip-gia-tot-nhat-q12-pr44748663
Nhà riêng,"41,8 tỷ",90 m²,18 phòng,19 phòng,8 tầng,Sổ đỏ/ Sổ hồng,,,,5 m,5 m,"Cần bán nhà Vũ Ngọc Phan, đường ô tô 2 mặt tiền 5m nhà 8 tầng dòng tiền gần 230 triệu / tháng",21.0143889380353,105.810674102728,1,"Đống Đa, Hà Nội","Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",15/12/2025,https://batdongsan.com.vn/ban-nha-rieng-pho-vu-ngoc-phan-phuong-lang-ha/chinh-chu-ban-90m2-mat-tien-5m-8-tang-dong-tien-gan-200-trieu-thang-pr43202435
Nhà riêng,36 tỷ,70 m²,21 phòng,22 phòng,9 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,7 m,,Chính chủ bán nhà 9 tầng ngõ ô tô tránh Thái Hà 70m2 với 8 tầng nổi và 1 tầng hầm,21.014747663492,105.81774191565,1,"Đống Đa, Hà Nội","Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",15/12/2025,https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-lang-ha/chinh-chu-ban-9-tang-ngo-o-to-tranh-70m2-x-9-tang-gia-38-ty-pr43022669
"Nhà biệt thự, liền kề","17,3 tỷ",120 m²,6 phòng,4 phòng,5 tầng,Hợp đồng mua bán,Không nội thất,Đông - Bắc,Đông - Bắc,8 m,13 m,"Chính chủ cần bán biệt thự tứ lập Ánh Dương 120m2 kế cận công viên nước, giá 17.3 tỷ",20.941492209599193,105.95631277238182,1,"Văn Giang, Hưng Yên","Dự án Vinhomes Ocean Park 3, Đường Phố Biển, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",16/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-pho-bien-xa-nghia-tru-prj-vinhomes-ocean-park-3/chinh-chu-can-ban-tl-anh-120m2-can-cong-vien-nuoc-gia-17-3-ty-pr44753185
"Nhà biệt thự, liền kề",28 tỷ,384 m²,,,3 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,Bắc,,16 m,11 m,"Bán biệt thự compound Thảo Nguyên Sài Gòn, Q9, DT 384m2, giá 28 tỷ",10.8667745685491,106.816714865984,1,"Quận 9, Hồ Chí Minh","Dự án Thảo Nguyên Sài Gòn, Đường D6, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-d6-phuong-long-thanh-my-prj-khu-biet-thu-thao-nguyen-sai-gon/ban-compound-q9-dt-384m2-gia-28-ty-pr44759311
"Nhà biệt thự, liền kề",10 tỷ,87 m²,4 phòng,5 phòng,3 tầng,Hợp đồng mua bán,Đầy đủ,Đông - Nam,,,,"Bán nhà phố căn góc mảng xanh Lavida Vũng Tàu, khu compound, full nội thất, 4PN 5WC 2 bếp, giá 10tỷ",10.3959687440857,107.148755936921,1,"Vũng Tàu, Bà Rịa Vũng Tàu","Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",17/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-3-2-2-phuong-12-11-prj-la-vida-residences/ban-pho-can-goc-mang-xanh-khu-compound-vung-tau-full-noi-that-4pn-5wc-2-bep-gia-10-ty-pr44641054
"Nhà biệt thự, liền kề",36 tỷ,"222,5 m²",6 phòng,6 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông - Nam,Tây - Nam,10 m,"17,5 m","Bán biệt thự lô góc - KĐT Nam Cường (Sol Lake Villa) - giá 36 tỷ - diện tích 222,5m2",20.95999305636312,105.73599357313644,1,"Hà Đông, Hà Nội","Dự án Sol Lake Villa, Phường Yên Nghĩa, Hà Đông, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-yen-nghia-1-prj-sol-lake-villa/ban-lo-goc-kdt-nam-cuong-gia-36-ty-dien-tich-222-5m2-pr44785849
"Nhà biệt thự, liền kề","6,25 tỷ",78 m²,4 phòng,,4 tầng,Hợp đồng mua bán,,Tây - Bắc,,5 m,,"Không đăng ảo! Cam kết 1 căn duy nhất Lavida Vũng Tàu giá chỉ 6tỷ250, ngang 5m, HĐMB, xem nhà ngay",10.3952767635214,107.147610144103,1,"Vũng Tàu, Bà Rịa Vũng Tàu","La Vida Residences, Đường 3/2, Phường 12, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",08/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-3-2-2-phuong-12-11-prj-la-vida-residences/khong-dang-ao-cam-ket-1-can-duy-t-lavida-vung-tau-gia-chi-6ty250-ngang-5m-hdmb-xem-ngay-pr44745247
"Nhà biệt thự, liền kề",22 tỷ,273 m²,4 phòng,5 phòng,3 tầng,Hợp đồng mua bán,Không nội thất,Tây - Bắc,Tây - Bắc,15 m,"11,5 m","Biệt thự đơn lập La Vida Vũng Tàu, view nội khu đẳng cấp, công viên, hồ bơi, giá 22 tỷ - 273m²",10.3957453565289,107.148089911336,1,"Vũng Tàu, Bà Rịa Vũng Tàu","Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",06/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-3-2-2-phuong-12-11-prj-la-vida-residences/ban-song-lap-lavida-vung-tau-172-5m2-gia-chi-60-trieu-m2-khu-do-thi-re-nhat-vung-tau-pr42513639
"Nhà biệt thự, liền kề","8,85 tỷ","103,6 m²",,,4 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông - Nam,,,,"(Hàng hiếm, giá sốc) Sổ hồng sẵn, nhà phố Lavida ngang 6m cho gia đình ở thực, nhà thô đẹp, 8tỷ850",10.3962915791956,107.147624089501,1,"Vũng Tàu, Bà Rịa Vũng Tàu","La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",17/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-3-2-2-phuong-12-11-prj-la-vida-residences/-hang-hiem-gia-soc-so-hong-san-pho-lavida-ngang-6m-cho-gia-dinh-o-thuc-tho-dep-8ty850-pr44824531
"Nhà biệt thự, liền kề","4,8 tỷ","122,2 m²",3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,,Đông - Nam,Đông - Nam,,,"Bán biệt thự ParaSol, 4,8 tỷ, 122,2m2, 3PN, 3WC, 2 tầng, Đông Nam. Sổ hồng",11.9955681538647,109.231970091279,1,"Cam Ranh, Khánh Hòa","ParaSol, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa",17/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-cam-nghia-prj-parasol/ban-4-8-ty-122-2m2-3pn-3wc-2-tang-dong-nam-pr44461019
"Nhà biệt thự, liền kề",150 triệu/m²,278 m²,,,4 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,Đông - Nam,,"11,65 m",13 m,"Bán gấp biệt thự xây thô Phương Viên Splendora Bắc An Khánh, 278m2, sổ đỏ, giá đầu tư",21.0149061647214,105.723914584099,1,"Hoài Đức, Hà Nội","Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội",17/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-song-phuong-1-prj-mailand-hanoi-city/ban-gap-xay-tho-vien-splendora-bac-an-khanh-278m2-so-do-gia-dau-tu-pr44222877
"Nhà biệt thự, liền kề","8,8 tỷ","67,5 m²",,,4 tầng,Hợp đồng mua bán.,,Tây - Bắc,,"4,5 m",,"Chuyển nhượng căn liền kề 67,5m2 Tây Bắc gần mặt đường Hạnh Phúc và trường học liên cấp 1 2 3",20.8733939477895,106.720503084362,1,"Thủy Nguyên, Hải Phòng","Vinhomes Royal Island, Phường Thủy Hà, Thủy Nguyên, Hải Phòng",15/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-thuy-ha-prj-vinhomes-royal-island/chuyen-nhuong-can-67-5m2-tay-bac-gan-mat-duong-hanh-phuc-va-truong-hoc-cap-1-2-3-pr44803291
"Nhà biệt thự, liền kề",75 tỷ,193 m²,6 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng.,Hoàn thiện nội thất,Đông - Nam,,,15 m,"Bán biệt thự liền kề 193m2 Vinhomes Gardenia, Hàm Nghi, Nam Từ Liêm. LH: 0981 978 ***",21.036591842518224,105.76066434225535,1,"Nam Từ Liêm, Hà Nội","Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",15/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/ban-155m2-nam-tu-liem-lh-pr43703619
"Nhà biệt thự, liền kề",70 triệu/m²,323 m²,4 phòng,4 phòng,3 tầng,Hợp đồng mua bán,Không nội thất,Đông - Bắc,Đông - Nam,"6,6 m",30 m,Chủ nhà thoát hàng bán căn BT rẻ hơn thị trường 20% tại Thanh Xuân Valley,21.3534335008836,105.746237623349,1,"Phúc Yên, Vĩnh Phúc","Dự án Thanh Xuân Valley, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc",11/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-ngoc-thanh-1-prj-thanh-xuan-valley/chi-4-5-ty-so-huu-bt-song-lap-cdt-bim-group-intercontinental-qlvh-pr43908617
"Nhà biệt thự, liền kề","21,86 tỷ","132,4 m²",4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,Tây,Tây,6 m,12 m,"(Chính chủ) bán nhanh nhà SH sẵn (6x22,5m) 1 trệt + 3 lầu 343,5m2 sàn, trục hồ bơi, CV",10.8055360006556,106.789521624102,1,"Quận 9, Hồ Chí Minh","Dự án Verosa Park, Đường Số 5, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-5-phuong-phu-huu-2-prj-verosa-park-khang-dien/-chinh-chu-ban-nh-sh-san-6x22-5m-1-tret-3-lau-343-5m2-san-truc-ho-boi-cv-pr44760297
"Nhà biệt thự, liền kề",165 triệu/m²,"325,2 m²",5 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Không nội thất.,Đông - Bắc,Đông - Bắc,"12,5 m",25 m,Bán biệt thự 325.2m2 Phương Viên mặt đường 25m: 0974 681 ***,21.015054968063545,105.72485524240884,1,"Hoài Đức, Hà Nội","Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",15/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-khanh-4-prj-mailand-hanoi-city/ban-325-2m2-phuong-vien-mat-25m-pr44323253
"Nhà biệt thự, liền kề","18,8 tỷ",323 m²,5 phòng,5 phòng,3 tầng,Hợp đồng mua bán,Cơ bản,Đông - Nam,Đông - Nam,12 m,,Độc quyền biệt thự view hồ cạnh Intercontinental cách Hà Nội 30 phút di chuyển,21.3539862017304,105.747115540418,1,"Phúc Yên, Vĩnh Phúc","Dự án Thanh Xuân Valley, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-ngoc-thanh-1-prj-thanh-xuan-valley/quy-can-cuoi-cung-cua-cdt-bim-gia-chi-tu-15ty-canh-khach-san-intercontinental-pr43738183
"Nhà biệt thự, liền kề","34,2 tỷ",171 m²,,,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,9 m,,"Duy nhất căn 9m H+4T Vạn Phúc City hoàn thiện cao cấp, cần bán gấp giá cực tốt chỉ 34.2 tỷ",10.8448984491717,106.717757248469,1,"Thủ Đức, Hồ Chí Minh","Dự án KĐT Vạn Phúc City, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/duy-nhat-can-9m-h-4t-hoan-thien-cao-cap-can-ban-gap-gia-cuc-tot-chi-34-2-ty-pr44455775
"Nhà biệt thự, liền kề",19 tỷ,66 m²,,,3 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,Tây - Bắc,,"5,5 m",13 m,"Bán liền kề Ngọc Trai - Vinhomes Ocean Park Gia Lâm, sổ đỏ sẵn - giao dịch ngay",21.0024565161958,105.964091237262,1,"Gia Lâm, Hà Nội","Dự án Vinhomes Ocean Park Gia Lâm, Đường Ngọc Trai 8, Xã Đa Tốn, Gia Lâm, Hà Nội",11/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ngoc-trai-8-xa-da-ton-prj-vinhomes-ocean-park-gia-lam/ban-so-do-san-o-dich-ngay-pr44778237
"Nhà biệt thự, liền kề",30 tỷ,170 m²,,,4 tầng,HĐMB,,,,,,"Tôi chính chủ cần bán căn Q2 - 07 hướng TB, view thoáng đẹp, giá thu về 30 tỷ",20.97662806873877,105.7616358421211,1,"Hà Đông, Hà Nội","Dự án Solasta Mansion, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",10/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-solasta-mansion-duong-noi/chinh-chu-ban-q2-07-gia-cuc-chat-30-ty-dien-tich-170m2-view-sieu-thoang-dep-pr44681959
"Nhà biệt thự, liền kề","13,5 tỷ",170 m²,4 phòng,4 phòng,3 tầng,Hợp đồng mua bán,Không nội thất,Bắc,Bắc,10 m,"11,5 m","Biệt thự song lập Lavida Vũng Tàu mặt tiền 10m, 170m² đất, hành lang thoáng 2m, gần công viên",10.39564341125,107.148145211976,1,"Vũng Tàu, Bà Rịa Vũng Tàu","La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu",06/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-3-2-2-phuong-12-11-prj-la-vida-residences/ban-song-p-vung-tau-gan-bien-188m-3-tang-4pn-so-hong-rieng-pr44731184
"Nhà biệt thự, liền kề",36 tỷ,"415,3 m²",6 phòng,6 phòng,3 tầng,Sổ đỏ/ Sổ hồng,"+ Nội thất đầy đủ: Điều hòa, tủ lạnh, giường, máy rửa chén, robot hút bụi...",Tây,Bắc,"13,24 m",6 m,"Bán biệt thự giá cực chất 36 tỷ, DTCN 415.3m2 tại 32 Thảo Nguyên Sài Gòn, Q9, TP. HCM",10.8669772607584,106.817428279808,1,"Quận 9, Hồ Chí Minh","Thảo Nguyên Sài Gòn, 32, Đường D1, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",03/12/2025,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-d1-phuong-long-thanh-my-prj-khu-biet-thu-thao-nguyen-sai-gon/ban-gia-cuc-chat-36-ty-516-8m2-tai-32-q9-tp-hcm-pr44704937
Nhà mặt phố,9 tỷ,88 m²,6 phòng,4 phòng,2 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,Tây - Nam,Tây - Nam,4 m,30 m,"Bán nhà mặt phố Trần Thanh Mại, 9 tỷ, DTSD 204 m2, Bình Tân, HCM",10.7533506512279,106.588653676734,1,"Bình Tân, Hồ Chí Minh","Đường Trần Thanh Mại, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",16/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-thanh-mai-phuong-tan-tao/ban-9-ty-204-m2-binh-hcm-pr44814688
Nhà mặt phố,"16,8 tỷ","83,5 m²",,,2 tầng,Sổ đỏ/ Sổ hồng,,,,,,"Bán nhà mặt phố Quang Trung, phường Phú La, quận Hà Đông 83,5 m2, nhà nở hậu, 2 tầng",20.95614446966,105.76603874316,1,"Hà Đông, Hà Nội","Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội",03/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-quang-trung-phuong-phu-la/ban-tai-ha-dong-16-8-ty-83-5-m2-pr44701605
Nhà mặt phố,35 tỷ,280 m²,11 phòng,10 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc,Bắc,6 m,,"Bán giá rẻ hai nhà mặt tiền mặt phố tại Lý Chiêu Hoàng, Phường 10, Quận 6, TP. Hồ Chí Minh, 280m2",10.7380197616114,106.628435851092,1,"Quận 6, Hồ Chí Minh","Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ly-chieu-hoang-phuong-10-4/ban-hai-tien-tai-10-quan-6-tp-ho-chi-minh-280m2-pr44516778
Nhà mặt phố,164 tỷ,"173,7 m²",,,,Sổ hồng/ sổ đỏ sẵn sang tên ngay.,,,,8 m,,"Bán nhà mặt phố Cầu Giấy - Khúc Thừa Dụ, diện tích 173,7m² - mặt tiền 8m - BĐS cực hiếm",21.032767866038,105.791872437926,1,"Cầu Giấy, Hà Nội","Phố Khúc Thừa Dụ, Phường Dịch Vọng, Cầu Giấy, Hà Nội",17/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-pho-khuc-thua-du-phuong-dich-vong/ban-cau-giay-dien-tich-173-7m-tien-8m-hang-cuc-hiem-pr44824689
Nhà mặt phố,"17,9 tỷ","57,8 m²",,,1 tầng,Sổ đỏ/ Sổ hồng,,,,"3,8 m",22 m,"Bán 271 Hoàng Hoa Thám, phường 13, quận Tân Bình, cổng Nhà Ga T3 - 3.8 x 16, GPXD: Hầm + 7 tầng",10.808504855385,106.688486866643,1,"Tân Bình, Hồ Chí Minh","271 Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",16/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-hoa-tham-phuong-13-10/ban-271-13-quan-tan-binh-cong-ga-t3-3-8-x-16-gpxd-ham-7-tang-pr44810236
Nhà mặt phố,18 tỷ,"193,5 m²",,,,Sổ đỏ,,,,,,Mình cần bán nhà view lúa làm spa được. Trục chính Lý Thái Tổ Hội An! Giá tốt 18 tỷ,15.8862774458876,108.333874556897,1,"Hội An, Quảng Nam","Đường Lý Thái Tổ, Phường Sơn Phong, Hội An, Quảng Nam",17/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ly-thai-to-phuong-son-phong/minh-can-ban-view-lua-lam-spa-duoc-truc-chinh-hoi-an-gia-t-18-ty-pr44601832
Nhà mặt phố,14 tỷ,95 m²,7 phòng,9 phòng,6 tầng,Sổ đỏ/ Sổ hồng,,,,"4,27 m",25 m,"Cần bán nhanh nhà mặt tiền Đàm Thận Huy, đối diện Chợ Tân Hương - Giảm 1 tỷ",10.7888756981783,106.624939298962,1,"Tân Phú, Hồ Chí Minh","Số 82, Đường Đàm Thận Huy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",15/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dam-than-huy-phuong-tan-quy-2/can-ban-nh-tien-doi-dien-cho-huong-giam-1-ty-pr44803250
Nhà mặt phố,"15,6 tỷ",90 m²,2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,,,,4 m,12 m,"Rẻ nhất Bình Thạnh - mặt tiền Nguyễn Văn Đậu - 4x22,5m 90m2 2 tầng - 15,6 tỷ",10.8120429095969,106.692494876001,1,"Bình Thạnh, Hồ Chí Minh","Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",14/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-dau-phuong-11-7/-tien-binh-thanh-4x22-5-2-tang-16-4ty-pr44653894
Nhà mặt phố,4 tỷ,800 m²,,,,Sổ đỏ/ Sổ hồng,,,,16 m,,"Bán gấp nhà mặt tiền Quốc Lộ 14C, Trung tâm xã Quảng Trục, Dăk Nông củ. 16x50m (200m2 thổ cư)",11.9963855303966,107.512430817089,1,"Tuy Đức, Đắk Nông","Đường Quốc lộ 14C, Xã Quảng Trực, Tuy Đức, Đắk Nông",12/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-lo-14c-xa-quang-truc/ban-gap-tien-trung-tam-dak-nong-cu-16x50-200m2-tho-cu-pr44256956
Nhà mặt phố,"19,9 tỷ",159 m²,5 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,"Nội thất full: Giường, tủ, bàn ghế, sofa, máy lạnh...",,,10 m,,"Đầu tư đón đầu - Góc 2 MT - 10x16.5m - 5 tầng - Giá: 19,9 tỷ - Cách UBND TP Thủ Đức chỉ 10 phút",10.772088223851,106.767244243557,1,"Quận 2, Hồ Chí Minh","Dự án Khu đô thị Cát Lái, Đường Đồng Văn Cống, Phường Cát Lái, Quận 2, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dong-van-cong-phuong-cat-lai-prj-khu-do-thi-cat-lai/dau-tu-don-dau-goc-2-mt-10x16-5m-5-tang-gia-19-9-ty-cach-ubnd-tp-thu-duc-chi-10-phut-pr44708079
