Unnamed: 0,property_type,price,area,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal,front_width,raw_area,latitude,longitude
2062,Nhà mặt tiền,3.8,90.0,3,3,3,"Xã Quang Trung, Huyện Thống Nhất, Đồng Nai",Đồng Nai,Huyện Thống Nhất,Giấy tờ hợp lệ,6.0,"90 m²(6,0x15,0)",10.9745658,107.1571931
2063,Nhà mặt tiền,1.35,100.0,3,2,1,"Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,4.0,"100 m²(4,0x20,0)",11.2427506,107.0531443
2064,Nhà mặt tiền,12.8,234.0,6,4,2,"Phường Long Bình, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,5.8,"234 m²(5,8x39,0)",10.9585955,106.7850159
2065,Nhà hẻm ngõ,2.35,50.0,3,2,1,"Phường Bửu Hòa, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,7.0,"50 m²(7,0x7,0)",10.9621769,106.788899
2066,Nhà mặt tiền,15.5,3500.0,1,1,0,"Xã Bình Hòa, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,,3.500 m²,11.2427506,107.0531443
2067,Nhà hẻm ngõ,4.9,72.0,3,2,2,"Phường Bửu Long, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.0,"72 m²(4,0x18,0)",10.9584467,106.790265
2068,Nhà hẻm ngõ,0.6,100.0,3,2,1,"Phường Tân Phong, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9580869,106.828624
2069,Nhà hẻm ngõ,0.6,90.0,3,2,2,"Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",11.2427506,107.0531443
2070,Nhà mặt tiền,8.5,145.2,6,6,1,"Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Giấy tờ hợp lệ,5.0,"145,2 m²(5,0x29,1)",10.6820344,106.8774588
2071,Nhà mặt tiền,3.9,133.8,0,0,0,"Đường Quốc Lộ 51, Phường An Hòa, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Sổ hồng,,"133,8 m²",10.9141108,106.8917166
2072,Nhà hẻm ngõ,1.83,105.0,3,2,1,"Phường Tân Phong, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,5.0,"105 m²(5,0x21,0)",10.9580869,106.828624
2073,Nhà mặt tiền,3.9,105.0,0,0,0,"Đường 20, Thị Trấn Dầu Giây, Huyện Thống Nhất, Đồng Nai",Đồng Nai,Huyện Thống Nhất,Sổ hồng,,105 m²,10.9745658,107.1571931
2074,Nhà mặt tiền,2.15,100.0,3,2,1,"Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",11.2427506,107.0531443
2075,Nhà mặt tiền,3.9,105.0,3,3,0,"Thị Trấn Dầu Giây, Huyện Thống Nhất, Đồng Nai",Đồng Nai,Huyện Thống Nhất,Sổ hồng,,105 m²,10.9745658,107.1571931
2076,Nhà hẻm ngõ,8.9,215.0,4,0,0,"Phường Tân Hiệp, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,8.5,"215 m²(8,5x25,0)",10.9617522,106.8628019
2077,Nhà hẻm ngõ,7.5,210.0,3,0,0,"Phường Tân Hiệp, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,7.0,"210 m²(7,0x30,0)",10.9617522,106.8628019
2078,Nhà mặt tiền,7.5,72.0,4,3,2,"Phường Trung Dũng, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.0,"72 m²(4,0x17,0)",10.9562617,106.8287102
2079,Nhà hẻm ngõ,14.0,850.0,4,2,1,"Xã Phú Hữu, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Giấy tờ hợp lệ,,850 m²,10.6820344,106.8774588
2080,Nhà mặt tiền,2.15,100.0,3,2,2,"Phường Trảng Dài, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.0,"100 m²(4,0x24,0)",10.9686469,106.8591437
2081,Nhà hẻm ngõ,0.6,100.0,3,2,1,"Phường Bửu Long, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.6,"100 m²(4,6x21,0)",10.9584467,106.790265
2082,Nhà hẻm ngõ,3.39,76.0,3,2,0,"Đường Nguyễn Ái Quốc, Phường Hố Nai, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Sổ đỏ,5.0,"76 m²(5,0x17,0)",10.9141108,106.8917166
2083,Nhà mặt tiền,1.65,104.0,3,2,0,"Phường Trảng Dài, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.0,"104 m²(4,0x26,0)",10.9686469,106.8591437
2084,Nhà mặt tiền,1.45,85.5,3,2,0,"Phường Tân Phong, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.2,"85,5 m²(4,2x21,0)",10.9580869,106.828624
2085,Nhà mặt tiền,1.4,100.0,3,2,1,"Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",11.2427506,107.0531443
2086,Nhà mặt tiền,1.75,100.0,2,2,0,"Đường Nguyễn Văn Cừ, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Đang chờ sổ,5.0,"100 m²(5,0x20,0)",10.6820344,106.8774588
2087,Nhà hẻm ngõ,6.5,264.0,2,2,1,"Phường An Bình, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,7.3,"264 m²(7,3x26,0)",10.9325569,106.8524542
2088,Nhà mặt tiền,7.5,222.0,2,2,1,"Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Giấy tờ hợp lệ,7.2,"222 m²(7,2x28,0)",10.6820344,106.8774588
2089,Nhà mặt tiền,7.5,222.0,2,2,1,"Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Giấy tờ hợp lệ,7.2,"222 m²(7,2x28,0)",10.6820344,106.8774588
2090,Nhà mặt tiền,21.0,345.0,5,3,2,"79, Đường Cách Mạng Tháng 8, Phường Quyết Thắng, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Sổ hồng,14.0,"345 m²(14,0x32,0)",10.9141108,106.8917166
2091,Nhà mặt tiền,7.09,140.0,5,6,3,"Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Giấy tờ hợp lệ,7.0,"140 m²(7,0x20,0)",10.6820344,106.8774588
2092,Nhà hẻm ngõ,0.4,85.0,3,2,2,"Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,4.5,"85 m²(4,5x19,0)",11.2427506,107.0531443
2093,Biệt thự,1.75,104.0,3,2,0,"Đường Hương Lộ 9, Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Sổ hồng,6.5,"104 m²(6,5x16,0)",11.2427506,107.0531443
2094,Nhà mặt tiền,8.5,145.2,6,6,0,"Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Giấy tờ hợp lệ,5.0,"145,2 m²(5,0x29,1)",10.6820344,106.8774588
2095,Nhà mặt tiền,7.09,140.0,5,5,3,"Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Giấy tờ hợp lệ,7.0,"140 m²(7,0x20,0)",10.6820344,106.8774588
2096,Nhà mặt tiền,1.85,90.0,3,2,0,"Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,,90 m²,10.9993168,106.8079007
2097,Nhà hẻm ngõ,4.69,71.0,3,2,2,"Phường Tam Hiệp, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.0,"71 m²(4,0x17,5)",10.9486902,106.8574941
2098,Nhà mặt tiền,4.45,151.0,1,0,0,"Phường Tân Phong, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,,151 m²,10.9580869,106.828624
2099,Nhà hẻm ngõ,3.0,330.0,4,2,0,"Đường Hùng Vương, Xã Phú Đông, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Sổ hồng,,330 m²,10.6820344,106.8774588
2100,Nhà mặt tiền,1.7,120.0,2,1,0,"Xã Hóa An, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,6.0,"120 m²(6,0x20,0)",10.8888316,106.8616285
2101,Nhà mặt tiền,7.5,222.0,3,2,0,"Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Đồng Nai,Huyện Nhơn Trạch,Giấy tờ hợp lệ,7.0,"222 m²(7,0x30,0)",10.6820344,106.8774588
2102,Nhà mặt tiền,1.6,84.0,3,2,1,"Phường Tân Phong, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.2,"84 m²(4,2x20,0)",10.9580869,106.828624
2103,Nhà mặt tiền,2.03,100.0,3,2,0,"Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9993168,106.8079007
2104,Nhà mặt tiền,10.0,84.0,8,7,5,"Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.2,"84 m²(4,2x20,0)",10.9567104,106.8452419
2105,Nhà mặt tiền,1.59,88.0,3,2,0,"Phường Bửu Long, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.0,"88 m²(4,0x22,0)",10.9584467,106.790265
2106,Nhà mặt tiền,1.6,84.0,3,2,1,"Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,4.2,"84 m²(4,2x20,0)",11.2427506,107.0531443
2107,Nhà mặt tiền,1.7,96.6,2,1,0,"Phường Trảng Dài, TP. Biên Hoà, Đồng Nai",Đồng Nai,TP. Biên Hoà,Giấy tờ hợp lệ,4.2,"96,6 m²(4,2x23,0)",10.9686469,106.8591437
2108,Nhà mặt tiền,1.35,80.0,2,1,0,"Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai",Đồng Nai,Huyện Vĩnh Cửu,Giấy tờ hợp lệ,4.0,"80 m²(4,0x20,0)",11.2427506,107.0531443
2109,Biệt thự,11.0,629.0,7,7,0,"Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,10.0,"629 m²(10,0x23,0)",10.9557341,106.7015139
2110,Nhà mặt tiền,3.8,75.0,3,4,3,"Phường Hòa Phú, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Đang chờ sổ,5.0,"75 m²(5,0x15,0)",10.9810767,106.6722416
2111,Nhà hẻm ngõ,5.9,340.0,8,0,0,"Phường An Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,,340 m²,10.8675652,106.8401329
2112,Nhà hẻm ngõ,3.44,60.0,3,2,0,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,4.0,"60 m²(4,0x15,0)",10.9230601,106.7686184
2113,Biệt thự,2.59,500.0,2,2,1,"Đường DT7A, Xã An Điền, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Sổ hồng,10.0,"500 m²(10,0x50,0)",,
2114,Nhà hẻm ngõ,2.55,120.0,4,4,3,"Đường Hồ Văn Cống, Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ đỏ,4.0,"120 m²(4,0x30,0)",10.9891844,106.6616428
2115,Nhà hẻm ngõ,8.5,231.0,4,4,1,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,8.3,"231 m²(8,3x27,7)",10.8812946,106.6985084
2116,Nhà mặt tiền,1.7,80.0,3,3,0,"Xã An Điền, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,,80 m²,,
2117,Nhà mặt tiền,1.86,100.0,2,2,1,"Xã An Điền, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",,
2118,Nhà mặt tiền,8.95,300.0,11,7,1,"Phường An Thạnh, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,10.0,"300 m²(10,0x30,0)",10.9457287,106.6898281
2119,Nhà mặt tiền,12.8,100.0,11,7,5,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.8792293,106.7595438
2120,Nhà hẻm ngõ,2.65,45.5,2,1,1,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,4.2,"45,5 m²(4,2x10,7)",10.8792293,106.7595438
2121,Nhà hẻm ngõ,4.25,68.0,3,3,3,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,55.0,"68 m²(55,0x125,0)",10.8992818,106.837625
2122,Nhà hẻm ngõ,3.7,100.0,4,3,2,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9230601,106.7686184
2123,Nhà mặt tiền,4.39,64.0,3,4,3,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,4.5,"64 m²(4,5x14,0)",10.9230601,106.7686184
2124,Nhà mặt tiền,3.99,108.0,3,3,3,"Đường Lê Hồng Phong, Phường Phú Lợi, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ hồng,4.2,"108 m²(4,2x25,0)",10.9891844,106.6616428
2125,Biệt thự,6.4,221.0,2,2,1,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,6.8,"221 m²(6,8x33,0)",10.8792293,106.7595438
2126,Nhà mặt tiền,3.2,102.0,3,3,2,"Đường Quốc Lộ 13, Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ hồng,4.9,"102 m²(4,9x21,0)",10.9891844,106.6616428
2127,Nhà mặt tiền,4.35,75.0,2,2,2,"Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"75 m²(5,0x15,0)",10.8846218,106.7085386
2128,Nhà mặt tiền,4.0,150.0,4,4,0,"Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Sổ hồng,5.0,"150 m²(5,0x30,0)",,
2129,Nhà mặt tiền,2.7,80.0,3,3,2,"Đường Quốc Lộ 13, Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ hồng,5.5,"80 m²(5,5x15,0)",10.9891844,106.6616428
2130,Nhà hẻm ngõ,2.15,100.0,2,2,1,"Phường Hiệp An, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9891844,106.6616428
2131,Nhà hẻm ngõ,0.499,10.8,1,1,1,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Hợp đồng mua bán,,"10,8 m²",10.8792293,106.7595438
2132,Nhà mặt tiền,0.4,60.8,2,2,1,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,4.5,"60,8 m²(4,5x13,5)",,
2133,Nhà mặt tiền,2.19,202.0,2,1,0,"Phường Tân An, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"202 m²(5,0x40,5)",10.9891844,106.6616428
2134,Nhà mặt tiền,0.57,70.0,3,3,1,"Phường Khánh Bình, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",,
2135,Nhà mặt tiền,2.95,102.0,3,2,2,"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ hồng,4.8,"102 m²(4,8x21,5)",10.9957907,106.6508343
2136,Nhà mặt tiền,1.89,70.0,4,4,2,"Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",10.9872019,106.7244108
2137,Nhà mặt tiền,3.55,107.0,3,2,1,"Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,6.0,"107 m²(6,0x20,0)",10.8848481,106.6988171
2138,Nhà mặt tiền,2.39,85.0,3,2,0,"Phường Hiệp An, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.6,"85 m²(5,6x16,0)",10.9891844,106.6616428
2139,Nhà mặt tiền,1.6,70.0,3,3,1,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",,
2140,Nhà mặt tiền,16.0,180.0,1,1,0,"Phường Phú Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,6.0,"180 m²(6,0x28,0)",10.9810767,106.6722416
2141,Nhà mặt tiền,18.0,230.0,11,7,5,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,10.2,"230 m²(10,2x25,0)",10.9230601,106.7686184
2142,Nhà mặt tiền,3.75,75.0,10,7,0,"Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,,75 m²,10.9557341,106.7015139
2143,Biệt thự,29.0,535.0,7,7,3,"Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Đang chờ sổ,21.4,"535 m²(21,4x25,0)",10.9557341,106.7015139
2144,Nhà hẻm ngõ,2.55,140.0,3,1,0,"Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,10.0,"140 m²(10,0x15,0)",10.9557341,106.7015139
2145,Nhà mặt tiền,1.9,80.0,3,2,2,"Xã An Điền, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",,
2146,Nhà mặt tiền,0.86,75.0,4,3,0,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"75 m²(5,0x15,0)",10.9797566,106.714501
2147,Nhà hẻm ngõ,3.85,60.0,3,0,2,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,4.0,"60 m²(4,0x13,0)",10.9230601,106.7686184
2148,Nhà hẻm ngõ,3.55,106.0,3,3,3,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"106 m²(5,0x21,0)",10.8792293,106.7595438
2149,Nhà mặt tiền,4.3,84.0,3,2,2,"Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.0,"84 m²(4,0x18,0)",10.9192405,106.6946585
2150,Nhà hẻm ngõ,5.45,104.0,4,4,0,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.1,"104 m²(5,1x20,3)",10.8992818,106.837625
2151,Nhà mặt tiền,0.8,60.0,0,0,0,"Xã Chánh Phú Hòa, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Sổ hồng,,60 m²,,
2152,Nhà mặt tiền,1.4,500.0,3,2,0,"Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,10.0,"500 m²(10,0x50,0)",10.9192405,106.6946585
2153,Nhà mặt tiền,3.0,70.0,4,4,2,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.0,"70 m²(4,0x17,0)",10.9797566,106.714501
2154,Nhà mặt tiền,0.8,80.0,2,2,0,"Xã Lai Uyên, Huyện Bàu Bàng, Bình Dương",Bình Dương,Huyện Bàu Bàng,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",11.2628303,106.6236505
2155,Nhà hẻm ngõ,3.85,80.0,3,2,2,"Phường Phú Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,4.0,"80 m²(4,0x20,0)",10.9810767,106.6722416
2156,Nhà mặt tiền,1.25,100.0,3,3,0,"Phường Hòa Phú, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9810767,106.6722416
2157,Nhà mặt tiền,5.25,82.0,4,3,3,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,4.5,"82 m²(4,5x18,0)",10.9230601,106.7686184
2158,Nhà mặt tiền,0.758,90.0,3,2,1,"Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",10.9192405,106.6946585
2159,Nhà mặt tiền,9.5,180.0,24,25,4,"Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Sổ hồng,6.0,"180 m²(6,0x30,0)",,
2160,Biệt thự,47.0,1996.0,3,2,0,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,24.1,"1.996 m²(24,1x86,2)",10.8812946,106.6985084
2161,Nhà hẻm ngõ,1.35,72.0,3,2,11,"Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"72 m²(5,0x14,1)",10.8704334,106.7087549
2162,Nhà mặt tiền,1.86,100.0,2,2,1,"Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9557341,106.7015139
2163,Nhà mặt tiền,7.5,82.0,6,6,2,"Phường An Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"82 m²(5,0x16,0)",10.9872019,106.7244108
2164,Nhà hẻm ngõ,5.25,69.0,3,2,2,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,6.0,"69 m²(6,0x10,5)",10.8992818,106.837625
2165,Nhà mặt tiền,1.52,99.1,3,2,1,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"99,1 m²(5,0x20,0)",10.9230601,106.7686184
2166,Nhà mặt tiền,2.6,120.0,3,4,3,"Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,4.0,"120 m²(4,0x30,0)",10.9891844,106.6616428
2167,Nhà mặt tiền,2.3,80.0,2,0,1,"Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.9557341,106.7015139
2168,Nhà hẻm ngõ,6.25,123.5,2,2,0,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,6.5,"123,5 m²(6,5x19,0)",10.8992818,106.837625
2169,Nhà hẻm ngõ,4.44,58.0,3,3,3,"Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.7,"58 m²(4,7x12,0)",10.8704334,106.7087549
2170,Nhà mặt tiền,2.85,99.0,2,2,0,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,4.5,"99 m²(4,5x21,0)",10.9230601,106.7686184
2171,Biệt thự,51.5,937.0,5,4,2,"Phường Phú Lợi, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,35.7,"937 m²(35,7x29,0)",10.9835324,106.676184
2172,Nhà mặt tiền,2.6,125.0,4,5,3,"Đường Lê Chí Dân, Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ hồng,5.0,"125 m²(5,0x25,0)",10.9891844,106.6616428
2173,Nhà mặt tiền,1.85,70.0,3,2,0,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,,70 m²,,
