,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,dimension_2,address,city_province,district,legal_docs,facing_direction,front_width,balcony_direction,raw_price,raw_area,raw_n_bedrooms,raw_n_bathrooms,scraper
1869,Nhà mặt tiền,6.2,65.4,m²,3.0,4.0,3.0,16.4,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,4.0,,6.2,"65,4 m²(4,0x16,4)",3 phòng,4 WC,Thiên
1870,Nhà mặt tiền,3.19,42.5,m²,4.0,3.0,,8.5,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,5.0,,3.19,"42,5 m²(5,0x8,5)",4 phòng,3 WC,Thiên
1871,Nhà mặt tiền,3.65,67.0,m²,3.0,2.0,,16.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.3,,3.65,"67 m²(4,3x16,0)",3 phòng,2 WC,Thiên
1872,Nhà hẻm ngõ,2.09,42.0,m²,3.0,2.0,2.0,6.8,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,6.3,,2.09,"42 m²(6,3x6,8)",3 phòng,2 WC,Thiên
1873,Nhà mặt tiền,2.95,89.3,m²,3.0,3.0,2.0,17.9,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.95,"89,3 m²(5,0x17,9)",3 phòng,3 WC,Thiên
1874,Nhà hẻm ngõ,2.99,68.0,m²,4.0,2.0,2.0,17.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.0,,2.99,"68 m²(4,0x17,0)",4 phòng,2 WC,Thiên
1875,Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,3.0,14.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
1876,Biệt thự,27.0,150.0,m²,11.0,7.0,5.0,20.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,7.5,,27.0,"150 m²(7,5x20,0)",11 phòng,7 WC,Thiên
1877,Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,1.0,14.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
1878,Nhà mặt tiền,2.55,40.0,m²,3.0,2.0,2.0,10.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.0,,2.55,"40 m²(4,0x10,0)",3 phòng,2 WC,Thiên
1879,Nhà mặt tiền,2.9,80.0,m²,2.0,2.0,2.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,2.9,"80 m²(5,0x16,0)",2 phòng,2 WC,Thiên
1880,Nhà hẻm ngõ,3.09,41.0,m²,2.0,2.0,2.0,9.6,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.2,,3.09,"41 m²(4,2x9,6)",2 phòng,2 WC,Thiên
1881,Nhà hẻm ngõ,2.95,89.3,m²,3.0,3.0,2.0,17.9,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.95,"89,3 m²(5,0x17,9)",3 phòng,3 WC,Thiên
1882,Nhà hẻm ngõ,1.19,40.0,m²,2.0,2.0,1.0,9.6,"Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,4.3,,1.19,"40 m²(4,3x9,6)",2 phòng,2 WC,Thiên
1883,Nhà mặt tiền,4.1,67.0,m²,2.0,2.0,,15.0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Nam,4.5,,4.1,"67 m²(4,5x15,0)",2 phòng,2 WC,Thiên
1884,Nhà mặt tiền,7.39,104.0,m²,4.0,3.0,2.0,24.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.5,,7.39,"104 m²(4,5x24,0)",4 phòng,3 WC,Thiên
1885,Nhà mặt tiền,2.9,80.0,m²,2.0,2.0,1.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,2.9,"80 m²(5,0x16,0)",2 phòng,2 WC,Thiên
1886,Nhà mặt tiền,4.5,80.0,m²,3.0,3.0,2.0,14.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Nam,5.7,,4.5,"80 m²(5,7x14,0)",3 phòng,3 WC,Thiên
1887,Nhà hẻm ngõ,1.77,38.0,m²,3.0,2.0,1.0,10.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,3.8,,1.77,"38 m²(3,8x10,0)",3 phòng,2 WC,Thiên
1888,Nhà mặt tiền,2.95,89.3,m²,3.0,3.0,2.0,17.9,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.95,"89,3 m²(5,0x17,9)",3 phòng,3 WC,Thiên
1889,Nhà hẻm ngõ,3.45,50.0,m²,3.0,3.0,2.0,10.0,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,5.0,,3.45,"50 m²(5,0x10,0)",3 phòng,3 WC,Thiên
1890,Nhà mặt tiền,4.3,80.0,m²,2.0,2.0,,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,,5.0,,4.3,"80 m²(5,0x16,0)",2 phòng,2 WC,Thiên
1891,Nhà mặt tiền,8.8,90.0,m²,4.0,4.0,2.0,20.0,"Phường An Bình, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,4.5,,8.8,"90 m²(4,5x20,0)",4 phòng,4 WC,Thiên
1892,Nhà mặt tiền,2.95,89.3,m²,3.0,3.0,2.0,17.9,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.95,"89,3 m²(5,0x17,9)",3 phòng,3 WC,Thiên
1893,Nhà hẻm ngõ,3.49,60.0,m²,3.0,3.0,2.0,15.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.0,,3.49,"60 m²(4,0x15,0)",3 phòng,3 WC,Thiên
1894,Nhà hẻm ngõ,3.9,120.7,m²,3.0,3.0,1.0,22.4,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,5.4,,3.9,"120,7 m²(5,4x22,4)",3 phòng,3 WC,Thiên
1895,Nhà hẻm ngõ,1.69,51.5,m²,2.0,1.0,1.0,12.8,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.0,,1.69,"51,5 m²(4,0x12,8)",2 phòng,1 WC,Thiên
1896,Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,2.0,14.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
1897,Nhà hẻm ngõ,3.33,47.5,m²,3.0,3.0,2.0,9.5,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,5.0,,3.33,"47,5 m²(5,0x9,5)",3 phòng,3 WC,Thiên
1898,Nhà hẻm ngõ,1.35,103.0,m²,3.0,2.0,1.0,20.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Bắc,5.0,,1.35,"103 m²(5,0x20,0)",3 phòng,2 WC,Thiên
1899,Nhà hẻm ngõ,3.89,50.0,m²,3.0,3.0,2.0,10.0,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,5.0,,3.89,"50 m²(5,0x10,0)",3 phòng,3 WC,Thiên
1900,Nhà mặt tiền,2.37,42.0,m²,2.0,2.0,2.0,6.0,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,7.0,,2.37,"42 m²(7,0x6,0)",2 phòng,2 WC,Thiên
1901,Nhà hẻm ngõ,3.89,41.8,m²,3.0,4.0,4.0,7.2,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,6.0,,3.89,"41,8 m²(6,0x7,2)",3 phòng,4 WC,Thiên
1902,Nhà hẻm ngõ,2.85,38.2,m²,3.0,3.0,2.0,12.9,"Phường An Nghiệp, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,3.0,,2.85,"38,2 m²(3,0x12,9)",3 phòng,3 WC,Thiên
1903,Nhà hẻm ngõ,2.65,40.0,m²,2.0,2.0,2.0,10.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,4.0,,2.65,"40 m²(4,0x10,0)",2 phòng,2 WC,Thiên
1904,Nhà hẻm ngõ,3.85,82.8,m²,5.0,3.0,1.0,18.4,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.5,,3.85,"82,8 m²(4,5x18,4)",5 phòng,3 WC,Thiên
1905,Nhà hẻm ngõ,3.09,63.9,m²,3.0,3.0,2.0,16.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.0,,3.09,"63,9 m²(4,0x16,0)",3 phòng,3 WC,Thiên
1906,Nhà mặt tiền,3.29,40.0,m²,3.0,3.0,2.0,4.0,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,,10.0,,3.29,"40 m²(10,0x4,0)",3 phòng,3 WC,Thiên
1907,Nhà mặt tiền,4.99,48.0,m²,4.0,5.0,4.0,12.0,"Phường An Phú, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.0,,4.99,"48 m²(4,0x12,0)",4 phòng,5 WC,Thiên
1908,Nhà mặt tiền,4.99,46.0,m²,4.0,3.0,3.0,11.6,"Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.0,,4.99,"46 m²(4,0x11,6)",4 phòng,3 WC,Thiên
1909,Nhà mặt tiền,3.39,88.7,m²,3.0,3.0,1.0,18.0,"Phường Thường Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,3.39,"88,7 m²(5,0x18,0)",3 phòng,3 WC,Thiên
1910,Nhà mặt tiền,3.49,60.0,m²,3.0,2.0,1.0,15.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,,4.0,,3.49,"60 m²(4,0x15,0)",3 phòng,2 WC,Thiên
1911,Nhà hẻm ngõ,19.5,210.0,m²,8.0,7.0,2.0,20.0,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,10.5,,19.5,"210 m²(10,5x20,0)",8 phòng,7 WC,Thiên
1912,Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,,14.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
1913,Nhà mặt tiền,3.75,56.0,m²,3.0,3.0,1.0,14.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.0,,3.75,"56 m²(4,0x14,0)",3 phòng,3 WC,Thiên
1914,Nhà mặt tiền,2.2,70.0,m²,2.0,2.0,,10.6,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.5,,2.2,"70 m²(4,5x10,6)",2 phòng,2 WC,Thiên
1915,Nhà hẻm ngõ,1.4,75.0,m²,2.0,1.0,1.0,16.8,"Phường Thường Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Tây Bắc,4.5,,1.4,"75 m²(4,5x16,8)",2 phòng,1 WC,Thiên
1916,Nhà hẻm ngõ,1.4,75.0,m²,2.0,2.0,,15.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,,5.0,,1.4,"75 m²(5,0x15,0)",2 phòng,2 WC,Thiên
1917,Mặt tiền,2.65,40.0,m²,2.0,2.0,2.0,10.0,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Bắc,4.0,,2.65,"40 m²(4,0x10,0)",2 phòng,2 WC,Thiên
1918,Mặt tiền,5.2,86.0,m²,2.0,2.0,,7.0,"Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,13.0,,5.2,"86 m²(13,0x7,0)",2 phòng,2 WC,Thiên
1919,Nhà hẻm ngõ,2.09,27.1,m²,2.0,2.0,3.0,8.0,"Phường Tân An, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông,3.4,,2.09,"27,1 m²(3,4x8,0)",2 phòng,2 WC,Thiên
1920,Nhà hẻm ngõ,1.35,100.0,m²,2.0,1.0,,20.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,5.0,,1.35,"100 m²(5,0x20,0)",2 phòng,1 WC,Thiên
1921,Mặt tiền,4.0,99.0,m²,4.0,3.0,3.0,22.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,4.5,,4.0,"99 m²(4,5x22,0)",4 phòng,3 WC,Thiên
1922,Nhà hẻm ngõ,5.7,70.0,m²,3.0,4.0,2.0,16.0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Tây Bắc,4.5,,5.7,"70 m²(4,5x16,0)",3 phòng,4 WC,Thiên
1923,Nhà hẻm ngõ,2.2,60.0,m²,1.0,1.0,1.0,15.0,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Tây Nam,4.0,,2.2,"60 m²(4,0x15,0)",1 phòng,1 WC,Thiên
1924,Mặt tiền,5.89,80.0,m²,4.0,5.0,3.0,16.0,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Bắc,5.0,,5.89,"80 m²(5,0x16,0)",4 phòng,5 WC,Thiên
1925,Nhà hẻm ngõ,2.65,41.5,m²,2.0,2.0,2.0,10.4,"Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,4.3,,2.65,"41,5 m²(4,3x10,4)",2 phòng,2 WC,Thiên
1926,Biệt thự,19.5,210.0,m²,5.0,4.0,3.0,20.0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Đông Nam,10.5,,19.5,"210 m²(10,5x20,0)",5 phòng,4 WC,Thiên
1927,Nhà mặt tiền,2.15,100.0,m²,2.0,2.0,,20.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Bắc,5.0,,2.15,"100 m²(5,0x20,0)",2 phòng,2 WC,Thiên
1928,Nhà mặt tiền,13.9,62.0,m²,2.0,2.0,2.0,11.5,"Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Bắc,5.4,,13.9,"62 m²(5,4x11,5)",2 phòng,2 WC,Thiên
1929,Nhà hẻm ngõ,3.49,51.4,m²,4.0,4.0,2.0,11.8,"Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Cần Thơ,Quận Ninh Kiều,Giấy tờ hợp lệ,Đông Nam,4.4,,3.49,"51,4 m²(4,4x11,8)",4 phòng,4 WC,Thiên
1930,Nhà mặt tiền,5.8,88.8,m²,4.0,4.0,,17.8,"Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,Tây Nam,5.0,,5.8,"88,8 m²(5,0x17,8)",4 phòng,4 WC,Thiên
1931,Mặt tiền,3.25,54.0,m²,3.0,2.0,2.0,12.0,"Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Nam,4.5,,3.25,"54 m²(4,5x12,0)",3 phòng,2 WC,Thiên
1932,Mặt tiền,0.8,40.0,m²,2.0,2.0,2.0,10.0,"Phường Long Hòa, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Tây Nam,4.0,,0.8,"40 m²(4,0x10,0)",2 phòng,2 WC,Thiên
1933,Mặt tiền,2.2,80.0,m²,3.0,2.0,2.0,16.0,"Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Cần Thơ,Quận Bình Thuỷ,Giấy tờ hợp lệ,Đông Nam,5.0,,2.2,"80 m²(5,0x16,0)",3 phòng,2 WC,Thiên
1934,Nhà mặt tiền,4.5,81.0,m²,4.0,2.0,2.0,18.0,"Phường Hưng Phú, Quận Cái Răng, Cần Thơ",Cần Thơ,Quận Cái Răng,Giấy tờ hợp lệ,,4.5,,4.5,"81 m²(4,5x18,0)",4 phòng,2 WC,Thiên
